,Questions,Ratings
430085,Discharge information - star rating,4
430094,Care transition - star rating,3
430108,Cleanliness - star rating,3
430113,Quietness - star rating,3
430118,Overall hospital rating - star rating,3
430123,Recommend hospital - star rating,4
430124,Summary star rating,3
430129,Nurse communication - star rating,3
430143,Doctor communication - star rating,3
430157,Staff responsiveness - star rating,3
430168,Communication about medicines - star rating,3
430178,Discharge information - star rating,3
430187,Care transition - star rating,3
430201,Cleanliness - star rating,5
430206,Quietness - star rating,4
430211,Overall hospital rating - star rating,3
430216,Recommend hospital - star rating,4
430217,Summary star rating,3
430222,Nurse communication - star rating,4
430236,Doctor communication - star rating,4
430250,Staff responsiveness - star rating,3
430261,Communication about medicines - star rating,4
430271,Discharge information - star rating,4
430280,Care transition - star rating,4
430294,Cleanliness - star rating,5
430299,Quietness - star rating,4
430304,Overall hospital rating - star rating,4
430309,Recommend hospital - star rating,4
430310,Summary star rating,4
430315,Nurse communication - star rating,4
430329,Doctor communication - star rating,4
430343,Staff responsiveness - star rating,3
430354,Communication about medicines - star rating,4
430364,Discharge information - star rating,5
430373,Care transition - star rating,4
430387,Cleanliness - star rating,4
430392,Quietness - star rating,4
430397,Overall hospital rating - star rating,3
430402,Recommend hospital - star rating,4
430403,Summary star rating,4
430408,Nurse communication - star rating,3
430422,Doctor communication - star rating,2
430436,Staff responsiveness - star rating,3
430447,Communication about medicines - star rating,3
430457,Discharge information - star rating,4
430466,Care transition - star rating,3
430480,Cleanliness - star rating,4
430485,Quietness - star rating,3
430490,Overall hospital rating - star rating,3
430495,Recommend hospital - star rating,3
430496,Summary star rating,3
430501,Nurse communication - star rating,4
430515,Doctor communication - star rating,5
430529,Staff responsiveness - star rating,4
430540,Communication about medicines - star rating,4
430550,Discharge information - star rating,4
430559,Care transition - star rating,3
430573,Cleanliness - star rating,3
430578,Quietness - star rating,4
430583,Overall hospital rating - star rating,4
430588,Recommend hospital - star rating,3
430589,Summary star rating,4
430594,Nurse communication - star rating,4
430608,Doctor communication - star rating,4
430622,Staff responsiveness - star rating,3
430633,Communication about medicines - star rating,5
430643,Discharge information - star rating,4
430652,Care transition - star rating,4
430666,Cleanliness - star rating,4
430671,Quietness - star rating,4
430676,Overall hospital rating - star rating,4
430681,Recommend hospital - star rating,4
430682,Summary star rating,4
430687,Nurse communication - star rating,4
430701,Doctor communication - star rating,3
430715,Staff responsiveness - star rating,3
430726,Communication about medicines - star rating,3
430736,Discharge information - star rating,4
430745,Care transition - star rating,3
430759,Cleanliness - star rating,3
430764,Quietness - star rating,3
430769,Overall hospital rating - star rating,2
430774,Recommend hospital - star rating,3
430775,Summary star rating,3
430780,Nurse communication - star rating,4
430794,Doctor communication - star rating,4
430808,Staff responsiveness - star rating,3
430819,Communication about medicines - star rating,3
430829,Discharge information - star rating,3
430838,Care transition - star rating,2
430852,Cleanliness - star rating,3
430857,Quietness - star rating,4
430862,Overall hospital rating - star rating,3
430867,Recommend hospital - star rating,3
430868,Summary star rating,3
430873,Nurse communication - star rating,4
430887,Doctor communication - star rating,3
430901,Staff responsiveness - star rating,3
430912,Communication about medicines - star rating,3
430922,Discharge information - star rating,4
430931,Care transition - star rating,3
430945,Cleanliness - star rating,3
430950,Quietness - star rating,3
430955,Overall hospital rating - star rating,4
430960,Recommend hospital - star rating,4
430961,Summary star rating,3
430966,Nurse communication - star rating,4
430980,Doctor communication - star rating,3
430994,Staff responsiveness - star rating,3
431005,Communication about medicines - star rating,3
431015,Discharge information - star rating,5
431024,Care transition - star rating,4
431038,Cleanliness - star rating,3
431043,Quietness - star rating,3
431048,Overall hospital rating - star rating,4
431053,Recommend hospital - star rating,4
431054,Summary star rating,4
431059,Nurse communication - star rating,5
431073,Doctor communication - star rating,4
431087,Staff responsiveness - star rating,4
431098,Communication about medicines - star rating,5
431108,Discharge information - star rating,5
431117,Care transition - star rating,5
431131,Cleanliness - star rating,5
431136,Quietness - star rating,4
431141,Overall hospital rating - star rating,5
431146,Recommend hospital - star rating,5
431147,Summary star rating,5
431152,Nurse communication - star rating,2
431166,Doctor communication - star rating,3
431180,Staff responsiveness - star rating,2
431191,Communication about medicines - star rating,3
431201,Discharge information - star rating,4
431210,Care transition - star rating,3
431224,Cleanliness - star rating,3
431229,Quietness - star rating,3
431234,Overall hospital rating - star rating,3
431239,Recommend hospital - star rating,3
431240,Summary star rating,3
431245,Nurse communication - star rating,4
431259,Doctor communication - star rating,4
431273,Staff responsiveness - star rating,4
431284,Communication about medicines - star rating,4
431294,Discharge information - star rating,4
431303,Care transition - star rating,4
431317,Cleanliness - star rating,5
431322,Quietness - star rating,4
431327,Overall hospital rating - star rating,4
431332,Recommend hospital - star rating,4
431333,Summary star rating,4
431338,Nurse communication - star rating,3
431352,Doctor communication - star rating,3
431366,Staff responsiveness - star rating,3
431377,Communication about medicines - star rating,3
431387,Discharge information - star rating,4
431396,Care transition - star rating,3
431410,Cleanliness - star rating,4
431415,Quietness - star rating,3
431420,Overall hospital rating - star rating,3
431425,Recommend hospital - star rating,3
431426,Summary star rating,3
431431,Nurse communication - star rating,4
431445,Doctor communication - star rating,4
431459,Staff responsiveness - star rating,3
431470,Communication about medicines - star rating,3
431480,Discharge information - star rating,4
431489,Care transition - star rating,3
431503,Cleanliness - star rating,3
431508,Quietness - star rating,4
431513,Overall hospital rating - star rating,4
431518,Recommend hospital - star rating,4
431519,Summary star rating,4
431524,Nurse communication - star rating,4
431538,Doctor communication - star rating,4
431552,Staff responsiveness - star rating,3
431563,Communication about medicines - star rating,4
431573,Discharge information - star rating,4
431582,Care transition - star rating,4
431596,Cleanliness - star rating,4
431601,Quietness - star rating,3
431606,Overall hospital rating - star rating,4
431611,Recommend hospital - star rating,4
431612,Summary star rating,4
431617,Nurse communication - star rating,5
431631,Doctor communication - star rating,4
431645,Staff responsiveness - star rating,3
431656,Communication about medicines - star rating,3
431666,Discharge information - star rating,4
431675,Care transition - star rating,4
431689,Cleanliness - star rating,4
431694,Quietness - star rating,3
431699,Overall hospital rating - star rating,4
431704,Recommend hospital - star rating,4
431705,Summary star rating,4
431710,Nurse communication - star rating,4
431724,Doctor communication - star rating,4
431738,Staff responsiveness - star rating,4
431749,Communication about medicines - star rating,4
431759,Discharge information - star rating,4
431768,Care transition - star rating,4
431782,Cleanliness - star rating,4
431787,Quietness - star rating,4
